pair,training_method,task,seed,from_prediction,to_prediction,count,rate,n
cot_sft,cot,rev_util_actionability,43,3,3,181,0.181,1000
cot_sft,cot,rev_util_actionability,43,3,4,13,0.013,1000
cot_sft,cot,rev_util_actionability,43,3,5,38,0.038,1000
cot_sft,cot,rev_util_actionability,43,4,invalid,0,0.0,1000
cot_sft,cot,rev_util_actionability,43,4,1,0,0.0,1000
cot_sft,cot,rev_util_actionability,43,4,2,0,0.0,1000
cot_sft,cot,rev_util_actionability,43,4,3,1,0.001,1000
cot_sft,cot,rev_util_actionability,43,4,4,1,0.001,1000
cot_sft,cot,rev_util_actionability,43,4,5,2,0.002,1000
cot_sft,cot,rev_util_actionability,43,5,invalid,0,0.0,1000
cot_sft,cot,rev_util_actionability,43,5,1,0,0.0,1000
cot_sft,cot,rev_util_actionability,43,5,2,3,0.003,1000
cot_sft,cot,rev_util_actionability,43,5,3,55,0.055,1000
cot_sft,cot,rev_util_actionability,43,5,4,1,0.001,1000
cot_sft,cot,rev_util_actionability,43,5,5,178,0.178,1000
cot_sft,cot,rev_util_actionability,44,invalid,invalid,0,0.0,1000
cot_sft,cot,rev_util_actionability,44,invalid,1,0,0.0,1000
cot_sft,cot,rev_util_actionability,44,invalid,2,0,0.0,1000
cot_sft,cot,rev_util_actionability,44,invalid,3,0,0.0,1000
cot_sft,cot,rev_util_actionability,44,invalid,4,0,0.0,1000
cot_sft,cot,rev_util_actionability,44,invalid,5,0,0.0,1000
cot_sft,cot,rev_util_actionability,44,1,invalid,0,0.0,1000
cot_sft,cot,rev_util_actionability,44,1,1,84,0.084,1000
cot_sft,cot,rev_util_actionability,44,1,2,44,0.044,1000
cot_sft,cot,rev_util_actionability,44,1,3,1,0.001,1000
cot_sft,cot,rev_util_actionability,44,1,4,2,0.002,1000
cot_sft,cot,rev_util_actionability,44,1,5,0,0.0,1000
cot_sft,cot,rev_util_actionability,44,2,invalid,0,0.0,1000
cot_sft,cot,rev_util_actionability,44,2,1,10,0.01,1000
cot_sft,cot,rev_util_actionability,44,2,2,256,0.256,1000
cot_sft,cot,rev_util_actionability,44,2,3,44,0.044,1000
cot_sft,cot,rev_util_actionability,44,2,4,25,0.025,1000
cot_sft,cot,rev_util_actionability,44,2,5,3,0.003,1000
cot_sft,cot,rev_util_actionability,44,3,invalid,0,0.0,1000
cot_sft,cot,rev_util_actionability,44,3,1,0,0.0,1000
cot_sft,cot,rev_util_actionability,44,3,2,29,0.029,1000
cot_sft,cot,rev_util_actionability,44,3,3,168,0.168,1000
cot_sft,cot,rev_util_actionability,44,3,4,17,0.017,1000
cot_sft,cot,rev_util_actionability,44,3,5,35,0.035,1000
cot_sft,cot,rev_util_actionability,44,4,invalid,0,0.0,1000
cot_sft,cot,rev_util_actionability,44,4,1,0,0.0,1000
cot_sft,cot,rev_util_actionability,44,4,2,0,0.0,1000
cot_sft,cot,rev_util_actionability,44,4,3,1,0.001,1000
cot_sft,cot,rev_util_actionability,44,4,4,0,0.0,1000
cot_sft,cot,rev_util_actionability,44,4,5,2,0.002,1000
cot_sft,cot,rev_util_actionability,44,5,invalid,0,0.0,1000
cot_sft,cot,rev_util_actionability,44,5,1,0,0.0,1000
cot_sft,cot,rev_util_actionability,44,5,2,3,0.003,1000
cot_sft,cot,rev_util_actionability,44,5,3,84,0.084,1000
cot_sft,cot,rev_util_actionability,44,5,4,5,0.005,1000
cot_sft,cot,rev_util_actionability,44,5,5,187,0.187,1000
label_only_sft,label_only,rev_util_grounding_specificity,42,invalid,invalid,0,0.0,1000
label_only_sft,label_only,rev_util_grounding_specificity,42,invalid,1,0,0.0,1000
label_only_sft,label_only,rev_util_grounding_specificity,42,invalid,2,0,0.0,1000
label_only_sft,label_only,rev_util_grounding_specificity,42,invalid,3,0,0.0,1000
label_only_sft,label_only,rev_util_grounding_specificity,42,invalid,4,0,0.0,1000
label_only_sft,label_only,rev_util_grounding_specificity,42,invalid,5,0,0.0,1000
label_only_sft,label_only,rev_util_grounding_specificity,42,1,invalid,0,0.0,1000
label_only_sft,label_only,rev_util_grounding_specificity,42,1,1,39,0.039,1000
label_only_sft,label_only,rev_util_grounding_specificity,42,1,2,0,0.0,1000
label_only_sft,label_only,rev_util_grounding_specificity,42,1,3,0,0.0,1000
label_only_sft,label_only,rev_util_grounding_specificity,42,1,4,0,0.0,1000
label_only_sft,label_only,rev_util_grounding_specificity,42,1,5,0,0.0,1000
label_only_sft,label_only,rev_util_grounding_specificity,42,2,invalid,0,0.0,1000
label_only_sft,label_only,rev_util_grounding_specificity,42,2,1,42,0.042,1000
label_only_sft,label_only,rev_util_grounding_specificity,42,2,2,15,0.015,1000
label_only_sft,label_only,rev_util_grounding_specificity,42,2,3,4,0.004,1000
label_only_sft,label_only,rev_util_grounding_specificity,42,2,4,1,0.001,1000
label_only_sft,label_only,rev_util_grounding_specificity,42,2,5,0,0.0,1000
label_only_sft,label_only,rev_util_grounding_specificity,42,3,invalid,0,0.0,1000
label_only_sft,label_only,rev_util_grounding_specificity,42,3,1,56,0.056,1000
label_only_sft,label_only,rev_util_grounding_specificity,42,3,2,97,0.097,1000
label_only_sft,label_only,rev_util_grounding_specificity,42,3,3,209,0.209,1000
label_only_sft,label_only,rev_util_grounding_specificity,42,3,4,15,0.015,1000
label_only_sft,label_only,rev_util_grounding_specificity,42,3,5,52,0.052,1000
label_only_sft,label_only,rev_util_grounding_specificity,42,4,invalid,0,0.0,1000
label_only_sft,label_only,rev_util_grounding_specificity,42,4,1,0,0.0,1000
label_only_sft,label_only,rev_util_grounding_specificity,42,4,2,0,0.0,1000
label_only_sft,label_only,rev_util_grounding_specificity,42,4,3,1,0.001,1000
label_only_sft,label_only,rev_util_grounding_specificity,42,4,4,13,0.013,1000
label_only_sft,label_only,rev_util_grounding_specificity,42,4,5,9,0.009,1000
label_only_sft,label_only,rev_util_grounding_specificity,42,5,invalid,0,0.0,1000
label_only_sft,label_only,rev_util_grounding_specificity,42,5,1,0,0.0,1000
label_only_sft,label_only,rev_util_grounding_specificity,42,5,2,0,0.0,1000
label_only_sft,label_only,rev_util_grounding_specificity,42,5,3,9,0.009,1000
label_only_sft,label_only,rev_util_grounding_specificity,42,5,4,10,0.01,1000
label_only_sft,label_only,rev_util_grounding_specificity,42,5,5,428,0.428,1000
label_only_sft,label_only,rev_util_grounding_specificity,43,invalid,invalid,0,0.0,1000
label_only_sft,label_only,rev_util_grounding_specificity,43,invalid,1,0,0.0,1000
label_only_sft,label_only,rev_util_grounding_specificity,43,invalid,2,0,0.0,1000
label_only_sft,label_only,rev_util_grounding_specificity,43,invalid,3,0,0.0,1000
label_only_sft,label_only,rev_util_grounding_specificity,43,invalid,4,0,0.0,1000
label_only_sft,label_only,rev_util_grounding_specificity,43,invalid,5,0,0.0,1000
label_only_sft,label_only,rev_util_grounding_specificity,43,1,invalid,0,0.0,1000
label_only_sft,label_only,rev_util_grounding_specificity,43,1,1,55,0.055,1000
label_only_sft,label_only,rev_util_grounding_specificity,43,1,2,0,0.0,1000
label_only_sft,label_only,rev_util_grounding_specificity,43,1,3,0,0.0,1000
label_only_sft,label_only,rev_util_grounding_specificity,43,1,4,0,0.0,1000
label_only_sft,label_only,rev_util_grounding_specificity,43,1,5,0,0.0,1000
label_only_sft,label_only,rev_util_grounding_specificity,43,2,invalid,0,0.0,1000
label_only_sft,label_only,rev_util_grounding_specificity,43,2,1,47,0.047,1000
label_only_sft,label_only,rev_util_grounding_specificity,43,2,2,9,0.009,1000
label_only_sft,label_only,rev_util_grounding_specificity,43,2,3,4,0.004,1000
label_only_sft,label_only,rev_util_grounding_specificity,43,2,4,2,0.002,1000
label_only_sft,label_only,rev_util_grounding_specificity,43,2,5,0,0.0,1000
label_only_sft,label_only,rev_util_grounding_specificity,43,3,invalid,1,0.001,1000
label_only_sft,label_only,rev_util_grounding_specificity,43,3,1,66,0.066,1000
label_only_sft,label_only,rev_util_grounding_specificity,43,3,2,38,0.038,1000
label_only_sft,label_only,rev_util_grounding_specificity,43,3,3,252,0.252,1000
label_only_sft,label_only,rev_util_grounding_specificity,43,3,4,22,0.022,1000
label_only_sft,label_only,rev_util_grounding_specificity,43,3,5,69,0.069,1000
label_only_sft,label_only,rev_util_grounding_specificity,43,4,invalid,0,0.0,1000
label_only_sft,label_only,rev_util_grounding_specificity,43,4,1,0,0.0,1000
label_only_sft,label_only,rev_util_grounding_specificity,43,4,2,0,0.0,1000
label_only_sft,label_only,rev_util_grounding_specificity,43,4,3,1,0.001,1000
label_only_sft,label_only,rev_util_grounding_specificity,43,4,4,10,0.01,1000
label_only_sft,label_only,rev_util_grounding_specificity,43,4,5,7,0.007,1000
label_only_sft,label_only,rev_util_grounding_specificity,43,5,invalid,0,0.0,1000
label_only_sft,label_only,rev_util_grounding_specificity,43,5,1,0,0.0,1000
label_only_sft,label_only,rev_util_grounding_specificity,43,5,2,0,0.0,1000
label_only_sft,label_only,rev_util_grounding_specificity,43,5,3,4,0.004,1000
label_only_sft,label_only,rev_util_grounding_specificity,43,5,4,7,0.007,1000
label_only_sft,label_only,rev_util_grounding_specificity,43,5,5,406,0.406,1000
label_only_sft,label_only,rev_util_grounding_specificity,44,invalid,invalid,0,0.0,1000
label_only_sft,label_only,rev_util_grounding_specificity,44,invalid,1,0,0.0,1000
label_only_sft,label_only,rev_util_grounding_specificity,44,invalid,2,0,0.0,1000
label_only_sft,label_only,rev_util_grounding_specificity,44,invalid,3,0,0.0,1000
label_only_sft,label_only,rev_util_grounding_specificity,44,invalid,4,0,0.0,1000
label_only_sft,label_only,rev_util_grounding_specificity,44,invalid,5,0,0.0,1000
label_only_sft,label_only,rev_util_grounding_specificity,44,1,invalid,0,0.0,1000
label_only_sft,label_only,rev_util_grounding_specificity,44,1,1,37,0.037,1000
label_only_sft,label_only,rev_util_grounding_specificity,44,1,2,0,0.0,1000
label_only_sft,label_only,rev_util_grounding_specificity,44,1,3,0,0.0,1000
label_only_sft,label_only,rev_util_grounding_specificity,44,1,4,0,0.0,1000
label_only_sft,label_only,rev_util_grounding_specificity,44,1,5,0,0.0,1000
label_only_sft,label_only,rev_util_grounding_specificity,44,2,invalid,0,0.0,1000
label_only_sft,label_only,rev_util_grounding_specificity,44,2,1,40,0.04,1000
label_only_sft,label_only,rev_util_grounding_specificity,44,2,2,4,0.004,1000
label_only_sft,label_only,rev_util_grounding_specificity,44,2,3,4,0.004,1000
label_only_sft,label_only,rev_util_grounding_specificity,44,2,4,2,0.002,1000
label_only_sft,label_only,rev_util_grounding_specificity,44,2,5,0,0.0,1000
label_only_sft,label_only,rev_util_grounding_specificity,44,3,invalid,0,0.0,1000
label_only_sft,label_only,rev_util_grounding_specificity,44,3,1,58,0.058,1000
label_only_sft,label_only,rev_util_grounding_specificity,44,3,2,47,0.047,1000
label_only_sft,label_only,rev_util_grounding_specificity,44,3,3,268,0.268,1000
label_only_sft,label_only,rev_util_grounding_specificity,44,3,4,23,0.023,1000
label_only_sft,label_only,rev_util_grounding_specificity,44,3,5,26,0.026,1000
label_only_sft,label_only,rev_util_grounding_specificity,44,4,invalid,0,0.0,1000
label_only_sft,label_only,rev_util_grounding_specificity,44,4,1,0,0.0,1000
label_only_sft,label_only,rev_util_grounding_specificity,44,4,2,0,0.0,1000
label_only_sft,label_only,rev_util_grounding_specificity,44,4,3,2,0.002,1000
label_only_sft,label_only,rev_util_grounding_specificity,44,4,4,14,0.014,1000
label_only_sft,label_only,rev_util_grounding_specificity,44,4,5,6,0.006,1000
label_only_sft,label_only,rev_util_grounding_specificity,44,5,invalid,0,0.0,1000
label_only_sft,label_only,rev_util_grounding_specificity,44,5,1,1,0.001,1000
label_only_sft,label_only,rev_util_grounding_specificity,44,5,2,0,0.0,1000
label_only_sft,label_only,rev_util_grounding_specificity,44,5,3,10,0.01,1000
label_only_sft,label_only,rev_util_grounding_specificity,44,5,4,19,0.019,1000
label_only_sft,label_only,rev_util_grounding_specificity,44,5,5,439,0.439,1000
cot_sft,cot,rev_util_grounding_specificity,42,invalid,invalid,0,0.0,1000
cot_sft,cot,rev_util_grounding_specificity,42,invalid,1,0,0.0,1000
cot_sft,cot,rev_util_grounding_specificity,42,invalid,2,0,0.0,1000
cot_sft,cot,rev_util_grounding_specificity,42,invalid,3,0,0.0,1000
cot_sft,cot,rev_util_grounding_specificity,42,invalid,4,0,0.0,1000
cot_sft,cot,rev_util_grounding_specificity,42,invalid,5,0,0.0,1000
cot_sft,cot,rev_util_grounding_specificity,42,1,invalid,0,0.0,1000
cot_sft,cot,rev_util_grounding_specificity,42,1,1,6,0.006,1000
cot_sft,cot,rev_util_grounding_specificity,42,1,2,0,0.0,1000
cot_sft,cot,rev_util_grounding_specificity,42,1,3,0,0.0,1000
cot_sft,cot,rev_util_grounding_specificity,42,1,4,0,0.0,1000
cot_sft,cot,rev_util_grounding_specificity,42,1,5,0,0.0,1000
cot_sft,cot,rev_util_grounding_specificity,42,2,invalid,0,0.0,1000
cot_sft,cot,rev_util_grounding_specificity,42,2,1,33,0.033,1000
cot_sft,cot,rev_util_grounding_specificity,42,2,2,14,0.014,1000
cot_sft,cot,rev_util_grounding_specificity,42,2,3,80,0.08,1000
cot_sft,cot,rev_util_grounding_specificity,42,2,4,1,0.001,1000
cot_sft,cot,rev_util_grounding_specificity,42,2,5,0,0.0,1000
cot_sft,cot,rev_util_grounding_specificity,42,3,invalid,0,0.0,1000
cot_sft,cot,rev_util_grounding_specificity,42,3,1,0,0.0,1000
cot_sft,cot,rev_util_grounding_specificity,42,3,2,2,0.002,1000
cot_sft,cot,rev_util_grounding_specificity,42,3,3,236,0.236,1000
cot_sft,cot,rev_util_grounding_specificity,42,3,4,9,0.009,1000
cot_sft,cot,rev_util_grounding_specificity,42,3,5,78,0.078,1000
cot_sft,cot,rev_util_grounding_specificity,42,4,invalid,0,0.0,1000
cot_sft,cot,rev_util_grounding_specificity,42,4,1,0,0.0,1000
cot_sft,cot,rev_util_grounding_specificity,42,4,2,4,0.004,1000
cot_sft,cot,rev_util_grounding_specificity,42,4,3,119,0.119,1000
cot_sft,cot,rev_util_grounding_specificity,42,4,4,10,0.01,1000
cot_sft,cot,rev_util_grounding_specificity,42,4,5,13,0.013,1000
cot_sft,cot,rev_util_grounding_specificity,42,5,invalid,0,0.0,1000
cot_sft,cot,rev_util_grounding_specificity,42,5,1,0,0.0,1000
cot_sft,cot,rev_util_grounding_specificity,42,5,2,0,0.0,1000
cot_sft,cot,rev_util_grounding_specificity,42,5,3,17,0.017,1000
cot_sft,cot,rev_util_grounding_specificity,42,5,4,0,0.0,1000
cot_sft,cot,rev_util_grounding_specificity,42,5,5,378,0.378,1000
cot_sft,cot,rev_util_grounding_specificity,43,invalid,invalid,0,0.0,1000
cot_sft,cot,rev_util_grounding_specificity,43,invalid,1,0,0.0,1000
cot_sft,cot,rev_util_grounding_specificity,43,invalid,2,0,0.0,1000
cot_sft,cot,rev_util_grounding_specificity,43,invalid,3,0,0.0,1000
cot_sft,cot,rev_util_grounding_specificity,43,invalid,4,0,0.0,1000
cot_sft,cot,rev_util_grounding_specificity,43,invalid,5,0,0.0,1000
cot_sft,cot,rev_util_grounding_specificity,43,1,invalid,0,0.0,1000
cot_sft,cot,rev_util_grounding_specificity,43,1,1,5,0.005,1000
cot_sft,cot,rev_util_grounding_specificity,43,1,2,0,0.0,1000
cot_sft,cot,rev_util_grounding_specificity,43,1,3,0,0.0,1000
cot_sft,cot,rev_util_grounding_specificity,43,1,4,0,0.0,1000
cot_sft,cot,rev_util_grounding_specificity,43,1,5,0,0.0,1000
cot_sft,cot,rev_util_grounding_specificity,43,2,invalid,0,0.0,1000
cot_sft,cot,rev_util_grounding_specificity,43,2,1,34,0.034,1000
cot_sft,cot,rev_util_grounding_specificity,43,2,2,19,0.019,1000
cot_sft,cot,rev_util_grounding_specificity,43,2,3,181,0.181,1000
cot_sft,cot,rev_util_grounding_specificity,43,2,4,4,0.004,1000
cot_sft,cot,rev_util_grounding_specificity,43,2,5,4,0.004,1000
cot_sft,cot,rev_util_grounding_specificity,43,3,invalid,0,0.0,1000
cot_sft,cot,rev_util_grounding_specificity,43,3,1,0,0.0,1000
cot_sft,cot,rev_util_grounding_specificity,43,3,2,1,0.001,1000
