pair,training_method,task,from_category,to_category,seed_count,count_mean,count_std,rate_mean,rate_std,n_mean,n_std
cot_sft,cot,rev_util_helpfulness,severe_error,severe_error,3,7.666666666666667,1.5275252316519468,0.007666666666666666,0.0015275252316519464,1000.0,0.0
cot_sft,cot,rev_util_verifiability,adjacent_error,adjacent_error,3,153.33333333333334,9.865765724632494,0.19458544839255498,0.012520007264762038,788.0,0.0
cot_sft,cot,rev_util_verifiability,adjacent_error,correct,3,167.0,28.930952282978865,0.2119289340101523,0.03671440645048078,788.0,0.0
cot_sft,cot,rev_util_verifiability,adjacent_error,invalid_format,3,0.0,0.0,0.0,0.0,788.0,0.0
cot_sft,cot,rev_util_verifiability,adjacent_error,severe_error,3,75.33333333333333,4.041451884327381,0.09560067681895094,0.005128746046100731,788.0,0.0
cot_sft,cot,rev_util_verifiability,correct,adjacent_error,3,109.66666666666667,8.32666399786453,0.13917089678511,0.010566832484599664,788.0,0.0
cot_sft,cot,rev_util_verifiability,correct,correct,3,233.66666666666666,30.088757590391353,0.2965313028764805,0.03818370252587734,788.0,0.0
cot_sft,cot,rev_util_verifiability,correct,invalid_format,3,0.0,0.0,0.0,0.0,788.0,0.0
cot_sft,cot,rev_util_verifiability,correct,severe_error,3,12.0,3.0,0.015228426395939085,0.0038071065989847726,788.0,0.0
cot_sft,cot,rev_util_verifiability,invalid_format,adjacent_error,3,0.0,0.0,0.0,0.0,788.0,0.0
cot_sft,cot,rev_util_verifiability,invalid_format,correct,3,0.0,0.0,0.0,0.0,788.0,0.0
cot_sft,cot,rev_util_verifiability,invalid_format,invalid_format,3,0.0,0.0,0.0,0.0,788.0,0.0
cot_sft,cot,rev_util_verifiability,invalid_format,severe_error,3,0.0,0.0,0.0,0.0,788.0,0.0
cot_sft,cot,rev_util_verifiability,severe_error,adjacent_error,3,14.333333333333334,0.5773502691896257,0.018189509306260575,0.0007326780065858197,788.0,0.0
cot_sft,cot,rev_util_verifiability,severe_error,correct,3,2.3333333333333335,1.5275252316519468,0.0029610829103214886,0.0019384837965126225,788.0,0.0
cot_sft,cot,rev_util_verifiability,severe_error,invalid_format,3,0.0,0.0,0.0,0.0,788.0,0.0
cot_sft,cot,rev_util_verifiability,severe_error,severe_error,3,20.333333333333332,2.0816659994661326,0.025803722504230117,0.002641708121149915,788.0,0.0
label_only_sft,label_only,rev_util_actionability,adjacent_error,adjacent_error,3,237.0,11.357816691600547,0.23700000000000002,0.011357816691600542,1000.0,0.0
label_only_sft,label_only,rev_util_actionability,adjacent_error,correct,3,70.66666666666667,12.503332889007368,0.07066666666666667,0.012503332889007372,1000.0,0.0
label_only_sft,label_only,rev_util_actionability,adjacent_error,invalid_format,3,0.6666666666666666,0.5773502691896257,0.0006666666666666666,0.0005773502691896258,1000.0,0.0
label_only_sft,label_only,rev_util_actionability,adjacent_error,severe_error,3,44.666666666666664,3.2145502536643185,0.04466666666666667,0.003214550253664317,1000.0,0.0
label_only_sft,label_only,rev_util_actionability,correct,adjacent_error,3,63.666666666666664,1.1547005383792515,0.06366666666666666,0.0011547005383792525,1000.0,0.0
label_only_sft,label_only,rev_util_actionability,correct,correct,3,433.0,5.291502622129181,0.433,0.005291502622129186,1000.0,0.0
label_only_sft,label_only,rev_util_actionability,correct,invalid_format,3,0.6666666666666666,1.1547005383792515,0.0006666666666666666,0.0011547005383792516,1000.0,0.0
label_only_sft,label_only,rev_util_actionability,correct,severe_error,3,43.333333333333336,5.507570547286102,0.043333333333333335,0.0055075705472861025,1000.0,0.0
label_only_sft,label_only,rev_util_actionability,invalid_format,adjacent_error,3,0.0,0.0,0.0,0.0,1000.0,0.0
label_only_sft,label_only,rev_util_actionability,invalid_format,correct,3,0.0,0.0,0.0,0.0,1000.0,0.0
label_only_sft,label_only,rev_util_actionability,invalid_format,invalid_format,3,0.0,0.0,0.0,0.0,1000.0,0.0
label_only_sft,label_only,rev_util_actionability,invalid_format,severe_error,3,0.0,0.0,0.0,0.0,1000.0,0.0
label_only_sft,label_only,rev_util_actionability,severe_error,adjacent_error,3,12.0,1.0,0.011999999999999999,0.001,1000.0,0.0
label_only_sft,label_only,rev_util_actionability,severe_error,correct,3,15.333333333333334,3.511884584284246,0.015333333333333332,0.003511884584284246,1000.0,0.0
label_only_sft,label_only,rev_util_actionability,severe_error,invalid_format,3,0.3333333333333333,0.5773502691896257,0.0003333333333333333,0.0005773502691896258,1000.0,0.0
label_only_sft,label_only,rev_util_actionability,severe_error,severe_error,3,78.66666666666667,9.71253485622231,0.07866666666666666,0.009712534856222305,1000.0,0.0
label_only_sft,label_only,rev_util_grounding_specificity,adjacent_error,adjacent_error,3,63.666666666666664,6.429100507328637,0.06366666666666666,0.006429100507328634,1000.0,0.0
label_only_sft,label_only,rev_util_grounding_specificity,adjacent_error,correct,3,40.333333333333336,7.505553499465135,0.04033333333333333,0.007505553499465135,1000.0,0.0
label_only_sft,label_only,rev_util_grounding_specificity,adjacent_error,invalid_format,3,0.0,0.0,0.0,0.0,1000.0,0.0
label_only_sft,label_only,rev_util_grounding_specificity,adjacent_error,severe_error,3,17.666666666666668,3.7859388972001824,0.017666666666666667,0.0037859388972001817,1000.0,0.0
label_only_sft,label_only,rev_util_grounding_specificity,correct,adjacent_error,3,71.0,14.933184523068078,0.071,0.014933184523068075,1000.0,0.0
label_only_sft,label_only,rev_util_grounding_specificity,correct,correct,3,567.6666666666666,19.857828011475306,0.5676666666666667,0.019857828011475263,1000.0,0.0
label_only_sft,label_only,rev_util_grounding_specificity,correct,invalid_format,3,0.3333333333333333,0.5773502691896257,0.0003333333333333333,0.0005773502691896258,1000.0,0.0
label_only_sft,label_only,rev_util_grounding_specificity,correct,severe_error,3,70.66666666666667,17.55942292142123,0.07066666666666667,0.01755942292142123,1000.0,0.0
label_only_sft,label_only,rev_util_grounding_specificity,invalid_format,adjacent_error,3,0.0,0.0,0.0,0.0,1000.0,0.0
label_only_sft,label_only,rev_util_grounding_specificity,invalid_format,correct,3,0.0,0.0,0.0,0.0,1000.0,0.0
label_only_sft,label_only,rev_util_grounding_specificity,invalid_format,invalid_format,3,0.0,0.0,0.0,0.0,1000.0,0.0
label_only_sft,label_only,rev_util_grounding_specificity,invalid_format,severe_error,3,0.0,0.0,0.0,0.0,1000.0,0.0
label_only_sft,label_only,rev_util_grounding_specificity,severe_error,adjacent_error,3,16.666666666666668,4.932882862316247,0.016666666666666666,0.0049328828623162475,1000.0,0.0
label_only_sft,label_only,rev_util_grounding_specificity,severe_error,correct,3,31.666666666666668,4.509249752822894,0.03166666666666667,0.004509249752822893,1000.0,0.0
label_only_sft,label_only,rev_util_grounding_specificity,severe_error,invalid_format,3,0.0,0.0,0.0,0.0,1000.0,0.0
label_only_sft,label_only,rev_util_grounding_specificity,severe_error,severe_error,3,120.33333333333333,16.041612554021285,0.12033333333333333,0.016041612554021294,1000.0,0.0
label_only_sft,label_only,rev_util_helpfulness,adjacent_error,adjacent_error,3,289.6666666666667,11.846237095944574,0.2896666666666667,0.011846237095944552,1000.0,0.0
label_only_sft,label_only,rev_util_helpfulness,adjacent_error,correct,3,80.66666666666667,3.2145502536643185,0.08066666666666666,0.0032145502536643214,1000.0,0.0
label_only_sft,label_only,rev_util_helpfulness,adjacent_error,invalid_format,3,0.3333333333333333,0.5773502691896257,0.0003333333333333333,0.0005773502691896258,1000.0,0.0
label_only_sft,label_only,rev_util_helpfulness,adjacent_error,severe_error,3,10.666666666666666,5.507570547286102,0.010666666666666666,0.0055075705472861025,1000.0,0.0
label_only_sft,label_only,rev_util_helpfulness,correct,adjacent_error,3,84.33333333333333,13.203534880225574,0.08433333333333333,0.013203534880225569,1000.0,0.0
label_only_sft,label_only,rev_util_helpfulness,correct,correct,3,519.6666666666666,2.0816659994661326,0.5196666666666667,0.0020816659994661348,1000.0,0.0
label_only_sft,label_only,rev_util_helpfulness,correct,invalid_format,3,0.3333333333333333,0.5773502691896257,0.0003333333333333333,0.0005773502691896258,1000.0,0.0
label_only_sft,label_only,rev_util_helpfulness,correct,severe_error,3,0.0,0.0,0.0,0.0,1000.0,0.0
label_only_sft,label_only,rev_util_helpfulness,invalid_format,adjacent_error,3,0.0,0.0,0.0,0.0,1000.0,0.0
label_only_sft,label_only,rev_util_helpfulness,invalid_format,correct,3,0.0,0.0,0.0,0.0,1000.0,0.0
label_only_sft,label_only,rev_util_helpfulness,invalid_format,invalid_format,3,0.0,0.0,0.0,0.0,1000.0,0.0
label_only_sft,label_only,rev_util_helpfulness,invalid_format,severe_error,3,0.0,0.0,0.0,0.0,1000.0,0.0
label_only_sft,label_only,rev_util_helpfulness,severe_error,adjacent_error,3,4.0,0.0,0.004,0.0,1000.0,0.0
label_only_sft,label_only,rev_util_helpfulness,severe_error,correct,3,0.0,0.0,0.0,0.0,1000.0,0.0
label_only_sft,label_only,rev_util_helpfulness,severe_error,invalid_format,3,0.0,0.0,0.0,0.0,1000.0,0.0
label_only_sft,label_only,rev_util_helpfulness,severe_error,severe_error,3,10.333333333333334,2.309401076758503,0.010333333333333333,0.002309401076758503,1000.0,0.0
label_only_sft,label_only,rev_util_verifiability,adjacent_error,adjacent_error,3,140.66666666666666,2.0816659994661326,0.1785109983079526,0.002641708121149907,788.0,0.0
label_only_sft,label_only,rev_util_verifiability,adjacent_error,correct,3,69.66666666666667,5.507570547286102,0.08840947546531303,0.00698930272498236,788.0,0.0
label_only_sft,label_only,rev_util_verifiability,adjacent_error,invalid_format,3,0.0,0.0,0.0,0.0,788.0,0.0
label_only_sft,label_only,rev_util_verifiability,adjacent_error,severe_error,3,41.333333333333336,8.020806277010642,0.05245346869712352,0.010178688168795231,788.0,0.0
label_only_sft,label_only,rev_util_verifiability,correct,adjacent_error,3,97.0,16.64331697709324,0.12309644670050762,0.02112096063082898,788.0,0.0
label_only_sft,label_only,rev_util_verifiability,correct,correct,3,368.3333333333333,7.767453465154029,0.4674280879864636,0.009857174448165026,788.0,0.0
label_only_sft,label_only,rev_util_verifiability,correct,invalid_format,3,0.0,0.0,0.0,0.0,788.0,0.0
label_only_sft,label_only,rev_util_verifiability,correct,severe_error,3,11.666666666666666,2.8867513459481287,0.014805414551607445,0.0036633900329290986,788.0,0.0
label_only_sft,label_only,rev_util_verifiability,invalid_format,adjacent_error,3,0.0,0.0,0.0,0.0,788.0,0.0
label_only_sft,label_only,rev_util_verifiability,invalid_format,correct,3,0.0,0.0,0.0,0.0,788.0,0.0
label_only_sft,label_only,rev_util_verifiability,invalid_format,invalid_format,3,0.0,0.0,0.0,0.0,788.0,0.0
label_only_sft,label_only,rev_util_verifiability,invalid_format,severe_error,3,0.0,0.0,0.0,0.0,788.0,0.0
label_only_sft,label_only,rev_util_verifiability,severe_error,adjacent_error,3,8.666666666666666,1.1547005383792515,0.010998307952622674,0.0014653560131716395,788.0,0.0
label_only_sft,label_only,rev_util_verifiability,severe_error,correct,3,3.3333333333333335,1.1547005383792515,0.004230118443316413,0.0014653560131716388,788.0,0.0
label_only_sft,label_only,rev_util_verifiability,severe_error,invalid_format,3,0.0,0.0,0.0,0.0,788.0,0.0
label_only_sft,label_only,rev_util_verifiability,severe_error,severe_error,3,47.333333333333336,4.041451884327381,0.06006768189509306,0.005128746046100738,788.0,0.0
